,text,sarcasm
476,I love when people run their mouth about something they know nothing about. ☺️ tweet #justshutup,1
477,I don't think so. Cause they see me to and they don't speak,0
478,People need to understand that I am a very talkative person. So when. I don't want to speak. DON SPEAK TO ME OR ASK ME 1000 QUESTIONS,0
479,if i speak to you for more than like 2 days u must be interesting cos i lose interest in people so quickly,0
480,Absolutely LOVE waking up to the sound of the garbage truck out my window... #Not #ResProbs,1
481,I just love it when I use new face wash and my face breaks out in a rash #not,1
482,Actions speak louder than words. So what you say a lot of words. Your actions say nothing to me.,1
483,I love how I got so pissed yesterday that I had to take a breathing treatment because it screwed up my breathing... 😒 #not #done,1
484,This little girl came to my job with her parents &amp; she didn't speak English she looked so lost &amp; she tried to talk to me but she couldn't 😔,0
485,"if I say idc then that means idc , so you will never hear me speak to much on something Idc about .. you bitches care fr",0
486,I don't like anyone lmfao so If Isee you and I don't speak to you or act like I don't know you ! just know I don't like you 😂,0
487,bitch im 31 I speak to people how I want to you are nobody important so I speak to you like trailer trash lol anything else,1
488,1 hour and 15 minute experiment after class 😊 #ILoveEcon #NOT,1
489,I can't speak and write English. So I want to be able to English!!,0
490,I love going to the gym at this time #NOT,1
491,"thank you so much, I wrote it myself (and cried while writing it). I just wish I could speak to her one last time and stop-",0
492,i don't know when it became cool to blow people off until you force them outa your life. so you want something different. u needa speak up,0
493,I know Ive matured cuz in high school I woulda quit this Job already for lack of challenge &amp; variety. Totally needed a degree for this #NOT,1
494,Sometimes I listen to myself speak and I am so damn southern.,0
495,"I'd like to speak to someone at your national office, could you follow back so I can give u more info?",0
496,Everyone is tweeting about men and “those were his last words” so I’m the fuck outta here cos I don’t want to speak my la—,0
497,you too my lovely. I'm on holiday count down!! I'm so flipping excited. Just trying to sort out streaky legs as we speak xx,0
498,I have no reason to understand or speak Spanish correctly so therefore I will not. ????,0
499,Good to know you're here for me when I need you.,0
500,"Yes, he is already in my following list. I was so fortunate to speak with him at #Flames post game show in January.",0
501,"My fucking brother didn't know the meaning of shut up, so I had to speak to verify I wasn't  10",1
502,God damn. Why did you speak to me. I was so close to escaping your intoxication for one single day. My mind cannot be free from you.,0
503,fucking so angry don't even speak to me,0
504,I don't know how to speak Japanese but I wish I did so I can get noticed by you #JapanesseBambinos #Japanesse #Bambinos,0
505,I love pop quizzes ♥♥ #not #fmlagain,1
506,I love it when this happens #not,1
507,I love when Jonas wakes me up from a nap 😅 #not,1
508,I hate when older or white people tell me I speak so well...like I'm supposed to be ignorant,0
509,I always like to increase my vocabulary to grow my ability of speaking Syntax in a well manner.,1
510,I could listen to Myles Parrish speak all day long. His voice is so 😍,0
511,"Yo this is so crazy omg The ""can I speak to a manager"" haircut ”",0
512,Bitches have so much animosity towards me but NEVER speak on it to ME...,0
513,I love when I'm doing my homework and the internet goes down so I lose everything I was doing 😒,1
514,Can't wait to see more of your breast feeding selfies. tweet,1
515,About to listen to for a third time I think it's the best I have heard so far. It's the best I have ever heard anyone speak.,0
516,"Thank you, random guy, for sneaking up behind me, and grabbing my face. That was no invasion of privacy whatsoever.",1
517,HOW DO YOU HAVE SO MUCH TO SPEAK ABOUT AT 7AM??,0
518,"I'm just sayin....I meant to post this a while back but I forgot....so when I saw it on IG, I decided to speak out",1
519,Because i'm happy...,1
520,"If anyone is paying sick amount of #BT bills &amp; want to pay less then just dm me your name &amp; number, so an adviser will speak to you soon x",0
521,Another happy day at this residence. #yeahright 😔,1
522,Good thing my professor emailed the class about our cancelled 9 am... #not,1
523,i dont know about kurobas but some anime just... they dont even find someone who knows how to speak english and it's SO BAD,0
524,"Excited to hear exec speak at #ERE14! Live updates coming your way throughout the conference, so keep it here.",1
525,"Was at few yrs back to see speak, &amp; Ms. Bechdel lent me her phone so I could call &lt;3 &lt;3 &lt;3 #BTV",0
526,every guy I speak to is just a friend so...😁,0
527,"By the way Man U fans, this is Champions league...so don't speak. First make it to CECAFA..",0
528,I get so mad at myself when I realize I spent 2 years with someone that I will probably never speak to again. Lol at me,0
529,i heard mrs scheffer got us a sub who can speak spanish now so were actually gonna have to learn stuff,0
530,"My daughter just walked in her to use my bathroom.. I tried to stop her so she can go in hers n she put her hand up n said ""Speak after.. """,0
531,I love it when people tell me that life was better before they met me 😐 #NightMade #Not,1
532,I love when it feels like he lied #relationshiptroubles #sometimesiquestionwhyistaywithhim #Becausethisjusthurts,1
533,If you can't speak to me in public then don't text my phone 😂 it's so simple 👌,0
534,i have tonsillitis its so hard to speak,0
535,"If &amp; get tossed from ballot, does that mean spent $2 million to get Kennedy &amp;",0
536,Gonna see you in like 2 seconds buut I won't be able to speak so HAPPY BIRTHDAY 😙💖,0
537,I literally look 10x uglier when I remove the make up #notamakeupperson,1
538,"Had dinner, packed lunch for tomorrow, got an outfit ready, showered and got in bed. Wow, adult life is so cool #not #butimsotired",1
539,"I wish you've nothing to fear of me, that you'd speak your earned heart. I want so much to stfu. I'm just Timmy.",0
540,Bit eager aren't I...So early for work! If anyone's at already come speak to me lol,0
541,i know there's only a small chance but it would mean so much to me if i was able to speak to my sunshines #Bumps5SOSFanCalls,0
542,"people make me so angry, do not speak about my business like it's got anything to do with you 😤!!",0
543,I find it so annoying that it's impossible to speak to someone on the phone!!! Theirs not one option to speak to a provider!!annoyed,0
544,When people speak about their passion/interest it just makes me so happy to see that spark in their eyes &amp; smile on their face!,0
545,I love nights like these. Getting lost in my thoughts for hours is so much fun.,1
546,I'm gone speak my mind. 😂 just might filter some shit to not sound so......tf I'm talking about 😂 Bitch fuck youu 🙌🙌😋,1
547,Almost time for our two hour talk about sexual harrassment #yay . #Poop💩,1
548,I mean you tell me to speak to you when I see you but you dead look at me and walk away so idk.,0
549,I like to pretend I don't speak Spanish so I can listen to other peoples conversations,1
550,I literally keep finding myself singing anaconda out loud #notweirdiswear #maybealittle,1
551,Don't you just love when ads load and play perfectly while the content lags and takes forever to load? #youtube #sorrynotsorry,1
552,Beyond excited to be studying birth rates in Poland for a full semester.,1
553,"You don't even hardly speak to me Tell me, what could it be that lets you walk away so freely",0
554,Answering the phone to be screamed at come 7:00 is just what I was looking forward too..👐,1
555,"If I give you a low, slow ha ha ha, you've either turned me on so much I can barely speak or I think you're an idiot &amp; you need to go away.",0
556,"My day so far: got hit by a kid on a bike, and got told to never speak to you again. Okay happy Monday 😊",0
557,This man stopped me in my path n day just so he can speak to me and stutter,0
558,my favourite formal photo of me is one of me and a person who i really dislike and then others i don't speak to so that irritates me,0
559,8 am on a Monday is definitely the best time to try to give college kids Bibles,1
560,I love spending my lunch period on hold with NYU 😒 #getyourshittogether,1
561,If You Could Speak :D As in I forced Wincy to learn how to play it so we can sing it hahaha,0
562,My first language is french and I've been to england all summer so now I speak perfectly english and stuff but I'm afraid to forget it,0
563,People tend to say one thing then do another. That's why actions speak so much louder than words,0
564,Yes so it seems. How are you Xert.? Long time no speak ? Hello Flip nice to meet you,0
565,"Thank you for allowing my following! Your Japanese is fluent,so I respect you.I'll also do my best to be able to speak English.",0
566,If you can not speak your mind to criminals for fear of losing you possessions your afraid so keep quit.,0
567,People don't be knowing what's really going on in this world so you speak truth it's shocking or crazy to them #WakeUp #Wake #Up,0
568,I seriously live being ignored. #not,1
569,At least #AdrianPeterson treats all his kids equally. Shouldn't be playing favorites!,1
570,I am just having the best. day. ever.👏,1
571,Can't wait for tomorrow! Let the heckling begin!,1
572,the feeling when you know that the one person you want doesn't give a shit about you &gt;&gt;&gt; #classic,1
573,At -- So excited to me here #Seahawks #centurylinkfield #Gopro #Seattle ...,1
574,fucking ignorant .. you know nothing of peru to speak so disparagingly of us ... You can go to the ...,0
575,I LOVE when my hair gets so curly that I look like a lion 😊😊😊😊😊😊,1
576,Apparently it's hard to be funny with a swollen throat and sleep deficiency. #amwriting #not,1
577,"The teacher chose me today to say something about the news in English, so i was like uhhm dude i cant speak english.. horrible.",0
578,I'm going to cry because I'm going to miss so much when he's gone...😭😂 TWEET,1
579,"I choose to speak up on certain shit it's so much I could put on the table but I'll js be waisting my time, .",0
580,Are You Thinking About Making A Permanent Move Somewhere Hot? If so the BBC would love to speak with you!,1
581,I mean not having a phone is kinda relaxin.. #NOT,1
582,Oh how I love getting home from work at 3am and my house being dirty,1
583,Don't Speak Unless Spoken To So W/ That Being Said Don't Talk To me Unless I'm Talking To You .,0
584,"There is no point to raising your hand in Grad School. I really hate the, speak-out-of-turn aspect! So rude! :P #gradschoolproblems",0
585,follow me so you can actually speak to me instead of writing bitchy tweets and then deleting them 👏👏👏,0
586,I just love when my classes get canceled. #not now I don't have anything to do today..,1
587,I have 3 different types of mad: ⭕️When I'm so mad that I cry ⭕️When I'm mad and I snap ⭕️When I'm mad and just don't speak to anybody,1
588,"I don't allow people's negative speak, thoughts, or perceptions dictate who I am. So I'll continue to do me &amp; you can stay miserable #LoveMe",0
589,Being an internet zombie is fun! #not,1
590,I don't really care either way because it's not harming anyone so it's not my business to speak for or against it,0
591,I love teams who park the bus against us. #Not,1
592,anyone know if Liverpool are back in the champions league tonight? haven't seen anything about it........ tweet,1
593,"And now I'm fucking sick, that's really fuckin cool. Good way to start the week... 😷😷",1
594,i dont have the confident to speak. And feel so stupid when it comes to grammar. I want to improve myself 😭😭😭,0
595,everyone be sure to wish it a happy bday!!! #17 #not #legal ❤️😘😘,1
596,Good thing those blown calls by the refs didn't affect the game much. #mnf #colts,1
597,Nothing like having your entire body in pain before band. #thiswillbefun #not,1
598,so there we have to speak the arabic language not the dialect !,0
599,"I always find it so cute when an infant tries to speak like an adult, ""Everybody look at me, take me seriously."" Cute.",0
600,im half arabic so i want to know my culture and speak to my relatives and cool im also part German but I dnt speak it,0
601,But why the heck is so amazing?! Even after all these years! You still speak to my soul (and I'm but a 22 year old ) &lt;3,0
602,I love when teachers are late meetings they require you to schedule with them. 😑 #superprofessional,1
603,"Being called ""naive"" by the tech guy, Mr. McCrumb and my friends makes me feel so good about myself.",1
604,Another nice family dinner #not,1
605,"How in the heck are all of the foreign students so smart,get good grades and manage to be our TAs but cant even speak English?",0
606,"Here's to the shy,self conscious people who think so much and speak so little,don't think they get enough recognition tbh.",0
607,I'm just sitting alone eating lunch in my car thinking about the great bunch of people I work with.,1
608,I'm a wee but obsessed. #yeahright ❤️💚💙💙💛,1
609,there so many around hard to just choose 2 beers. I got ur menu on my pc so running some numbers as we speak,0
610,"I don't want to hear churches speak out against war, since religion has been/is behind so many wars &amp; other world conflicts.",0
611,I find it's so much easier to write about difficult things than speak them #lbloggers,0
612,I feel u everybody started dickeating Andrea like she was doin something so I had to speak 😩,0
613,i love when people speak a different language to me even when i dont understand it but its still so amazing to me😍,1
614,sometimes it is favorable to me. but I say to them no! I speak to them why I do so. it is a protest against policy of Latvia,0
615,A grown 60 year old woman having a tantrum at work. Cute.... #not,1
616,"Hahahaha ha ""gordon brown is saying you've got the best of both worlds"" Scotland have been offered home rule ...what a vast difference! #not",1
617,I seriously love when I can't sleep and wake up every single hour. #NOT,1
618,I love when leaves the toilet seat up and I fall in... #really #TOOearlyforthis 😳,1
619,At least we bought that clinical striker we needed #Welbeck,1
620,I wonder y ppl wants IK to speak against Army? After Bhuto politics � in to 2 Anti or Pro so do now,0
621,Best thing about college is is that everyone gets sick at the same time.... 😒😒😒 #not,1
622,i finally got to speak to lila though wOw this is so surreal,0
623,4 hours of sleep is enough for an entire busy day tomorrow yeahhh i'll survive #not,1
624,People nowadays are so eager to text you and ask you to chill late at night but too scared to speak to you in person 👌,0
625,I don't speak to people unless I need to ...so keeping ties with people who aren't really apart of my day to day life is so so hard x,1
626,there is nothing interesting to tell about ...so I don't speak much,0
627,There is no better way to start a Monday than having you car not start!,1
628,Him opening up to Me &amp; telling me things dat he can't speak about to other ppl means so much😳😌🙌,0
629,"I don't get what y'all get outta Martin, its funny sometimes but y'all speak so highly off it and its regular to me",0
630,"Just so you know, I've decided I won't speak to and again. Because The Fucking Unicorn! I might stick to that 12 hours",1
631,"When you know something so horrible you have to speak it so it doesn't fester, yet no one else is talking. So awkward. I hate this feeling.",0
632,Sitting at work. All alone. Bored. #bestbirthdayever #grownprobz,1
633,Absolutely fantastic result #NOT,1
634,bed rest is honestly such a fucking party. haha. #not,1
635,Hawaii really feels like fall with pumpkin spice lattes offered at Starbucks,1
636,Gotta love having a college class where you start the day doing secret handshakes with everybody #not,1
637,I love spending my free time having lasers done #lookyounger,1
638,BORED 2 DEATH!,0
639,"Sometimes you simply need to speak about direct experiences. This one's about death, so be forewarned: #fb",0
640,I Like Turtles #Not,1
641,I'm so excited you're here!! I will be at MCC to watch you speak tomorrow!! =),0
642,"Are you a #VA woman who relies on health centers affected by #TRAP? If so, we want to hear YOUR story. SPEAK OUT!",1
643,I have a very healthy eating lifestyle.. #not,1
644,theres this time my classmate said she feels so suicidal often im dying to speak like same bruh but i feel the want to help her,0
645,Everybody is always picking on #multinational firms. Even asking them to pay #taxes.,0
646,I'd probably know how to speak Spanish so that would've been hella tight,0
647,I love when phil &amp; bosco scream my name in the halls #not #hateuboth,1
648,Fuck everyone you know. Getting rid of my phone so none of u can speak to me,0
649,"you'd think someone empowered to speak for equal rights -- for gays, for blacks, for anyone -- would do so. but you would not be panchito.",0
650,everyone in my class is ill including me so deffo can't wait to get even more ill #not,1
651,Just yourself knows what to do. So let's think before speak!,0
652,So apparently I used to pretend to be deaf so no one would speak to me in primary school😭😭 I don't remember this😂,0
653,I LOVE when some of my texts get ignored. It's my ABSOLUTE favorite. #not 😤�,1
654,I love walking to school 😄 Tweet,1
655,I am so bad at writing it's ungodly. And the prof likes to speak in riddles so that's cool too. Never been so confused in my life,1
656,Fuck your head up when I speak so well wearing Gold teeth. They be expecting some ignorance to spew out my mouth.,0
657,Don't you love it when you're picking a giveaway winner and people lie about their entries?,1
658,I KNOW HOW YOU FEELL omg I'm so embarrassed I don't think I can speak to him again,0
659,but... the ones who volunteered to speak in spanish were really good in spanish so I hope not all of them are of the same level,0
660,Another fine visit to the dentist.,1
661,I love seeing the newest Big Sean track on my feed. #NOT,1
662,I love when people open my snapchat and don't answer😅👿 #not,1
663,"I am so not the same person anymore, really, get over it. Or like Jane says #AcceptIt #DropDeadQuote !! 😂 Let this stop man",1
664,"Man, I love that shitty honda life. 😍",1
665,I love it when I spill stuff on my crotch while driving RIGHT before I'm about to get out of the car #not,1
666,i cant believ eim compltely unable to speak like this is so weird,0
667,"First of all, nice to meet you follow the valleys, I'm Italian so maybe you can follow me speak better",0
668,"I love when people see others doing something cool, and then they start copying them. #not",1
669,why is my french so terrible why can't i just snap my fingers and be able to speak it,0
670,So these absurd hypothesis shows ignorance...you don't love me and I don't give a fucking shit...but try to read before you speak,0
671,3 hour lab...ye thats what I want to do right now ... #not,1
672,"And my sub is no longer working, what a magnificant day today has been.",1
673,I love how the airport changed the boarding gate without informing the passengers #awesome #Riyadh #ksa #Saudi,1
674,Every day I'm scared to go to French because my professor doesn't speak english in class and I've never taken french before so I'm like 😶,0
675,"If we truly love one another we must ""speak the truth in love"" (Ephesians 4:15) at all times, even when it is uncomfortable to do so.",0
676,i hope so! no i did speak to anyone,0
677,Nothing I love more than JJ Watt commercials.,1
678,I am so happy I have U2 on my phone #not #whyisthishere,1
679,yess..u r rockstar..so let ppl speak..kuch to log khenge logon ka kam hai kehna..we luv u kp,0
680,So annoying seeing people u used to speak to and realising they actually got well good looking,0
681,"I hate to play a race game right now. It honestly, how many caucasian people have heard "" wow you speak so well"" ?",0
682,"Everyone needs to shut up and think before they speak,you don't know someone's situation or how they're feeling so be careful😞😏😏.",0
683,There's only so much you can do for someone if you can't speak to them about God. Poor girl.,0
684,"So many useless classes, great to be student",1
685,"I just love when a business updates their hours, but forgets to make the changes to their Facebook page.",1
686,Ahhh this is such a great Monday 😄😄 #not,1
687,Are they trending because of me?! #Yeahright,1
688,I follow so many people that I don't speak to in school 😂,1
689,Girls that speak to like 30 boys at a time is so unattractive anyways man,0
690,I don't speak to himso your snapchat lies then?😂,0
691,I love it when I get hit in the face during gym😍 tweet,1
692,I don't speak to my mom so that's not that funny,0
693,I just...love people soooo much #jk #ihatepeoplebitch,1
694,I'm so friendly . I will speak to anyone .,0
695,YES RT #BizTip #Biz #Tip Your ideal clients need you to speak their language so they know you're the solution to a problem they have,0
696,gonna speak to the girl from south Wales all day so I can laugh at her accent.,0
697,Nothing feels quite as good as waking up 20 minutes before your first class when you have a  10 minute drive as well. #stayingalive,1
698,because I love the way you speak so so much😍; I need to study your idiolect😂,1
699,I'm going to be paying of student loans till I'm 30...so at least provide me with a professor that doesn't speak broken English,1
700,Nothing like telling people to shut up but funny so it's okay though right? Better people not speak out for fear of,1
701,Funny how you can speak to someone for so long &amp; not know them at all,0
702,Gotta love getting to a photoshoot and this is the sign in the parking lot. Awesome!,1
703,"If I would to speak my mind, it would be weird, so I'll continue to make ya wonder 😏",0
704,I LOVE coming home smelling like good old deli meat!!! #not,1
705,So annoyed about everything and now I have to go to class and give a speech sick af and can barley speak 😅😅,0
706,I love sharing two washing machines and two dryers with 74 girls... #Not #College,1
707,Yes!! So I decided to speak English on twitter from now on!!,0
708,I love how honest and open she is being about racism in media. So refreshing to not speak in code.,1
709,Im getting A LOT of attention rn😒,1
710,I love working night shifts #Not #ImTired #WhyAmITheOnlyPersonWhoWorks,1
711,by more than the person speak ill of you I do not care I like you for you to be so,0
712,Find it so weird how you can just stop talking to someone one day and never speak to them again,0
713,Nothing like a flight cancelation to add a bit of excitement! #offtofrancetomorrow,1
714,books are so personal so usually I recommend you go to a physical book store and search until you find books that speak to you,0
715,I'm doing great today thanks for asking☺️ tweet,1
716,so cute 😘😘😘❤️ you must learn to speak French lol ❤️,0
717,Been in the car for over an hour and I'm not at work yet. Gotta love those fools who forget how to drive in the rain. #not,1
718,Ever have something so scary going on you are afraid to speak about it?,0
719,I would like to learn German so that I can speak it at EF and elsewhere!,0
720,I love when I wake up and go to take a shower and there is no hot water #not,1
721,Being a stress binge eater is such a good quality to have in college #not,1
722,Going to bed now cause I'm in the UK but I can't wait to wake up and see all the tweets about tickets 😏,0
723,I dont wanna talk to nobody but cameron today . Im really sad even though it ion seem like it so ✌ best if ion speak.,0
724,"I'm free to speak my mind, so that's just what I'll do, lemme clear my thoughts, hit the blunt, puff  1 puff 2",1
725,I have to start thinking before I speak because I be coming off so rude and mean to people as they say but oss irdgaf,0
726,Having all these retailers come into our classes to speak have me so excited to start working,1
727,"Kathryn Bernardo trying to speak in Cebuano is so cute and funny, HER ACCENT IS SO OFF 😭💘",0
728,I know I'm not the only one with this problem 😒 😂 #ICantHelpIt #LOL,1
729,I love watching 2 people make out in class... #not 😷😷,1
730,"When the so-called men of God could not speak truth again,then we need to ask which God are they preaching about to men?",0
731,I love having 3 hours of band after playing tennis all day😐,1
732,I wonder what POTUS listens to when he's in the car enroute to speak. He's in ATL today so I imagine him listening to Pastor Troy or TI.,0
733,I have asked #many #times that people who have a #problem with my #atheism #NOT follow me.,1
734,I love walking into work and seeing this in my desk #not At least I won't be bored,1
735,First &amp; foremost - all guests are safe. I would like to give you a contact # so you can speak directly w/ someone - I will dm you,0
736,haha yeah you were losing your ability to speak English lol vegard and Bård just switch between them so easily they're such skilful very !/?,1
737,"If you're in NY, we'd love to have you speak on #WomeninSTEM for #Dell ! So important to have diversity in #STEM! #WeTheGeeks",0
738,If I was to speak my mind at this moment in time I would get so mad,0
739,Theres So Many Ppl Around That Are Irrelevant To My Life &amp;nd Idk Why I Even Speak,0
740,I get so mad when my friends are being little sissy wipes lol like staawwp I want to keel you every time you speak,0
741,Just so exciting knowing that I don't have to see anyone or speak to them for two weeks,0
742,"I love ppl who quote scripture while tweeting obnoxious, selfish, idiotic junk #irony #notfoolinganyone #hypocrites #nicetry",1
743,Goodbye from ZEN! Great to speak to so many businesses and sign them up to the Zero Emissions Network #mobilityweek,0
744,Going to try and contact youtubers again. FUN TIMES! but i really need the donations to come in for my #gofundme wish me luck.,1
745,I love these study hours in Junker!,1
746,"Confrontation w/ the not-so-good parts of ourselves is hard, but good. When we allow Jesus' words to speak, we can receive grace/healing.",0
747,"So cool to hear one of my favorite thinkers and authors, speak at #INBOUND14",0
748,Gonna teach some people some home rules and etiquette ;),1
749,First day I didn't speak to you at all and it feels so weird 😫,0
750,there's this really hot guy on my course and i know im not gonna ever speak to him so i guess this is it isnt it.,0
751,I'm in a bind of who to play in fantasy this week.. need to have a vision so the ff gods can speak to me,0
752,And just in the unlikely event you've forgotten or are not aware of the 'Market Leaders' convenient issues.,1
753,"I love you so much baby! You are perfect to me, but I speak a diferent lenguage😞. Follow me❤️❤️❤️❤️❤️. I love you so much🐨",1
754,I Cant Neva get the words out when I speak to This Man 💯😩....&amp; It can be some so simple😶,0
755,Gotta love those turkeys at the hospital,1
756,I love working in Sydney river It makes me want to go to work so much more!!! #not #shootme,1
757,I feel strangely elated because im so used to seeing my friends speak in Spanish and not understanding but now I can use Tagalog with ppl,0
758,Gotta love getting drunk dialed #iwillgetpayback,1
759,105 degrees in Claremont today... #notchill #literally,1
760,how could you speak down on your female to impress the next that's so weak .,0
761,I lost two friends in less than 24 hours . #ilovepeople,1
762,"I love when every just assumes shit is try, instead of just asking about it #Not",1
763,"and it was funny to see Emily lose to Julia, she thought it was gonna be easy #not #InkMasterRivals",1
764,"I wont have anything to do with them who speak as if they are the only true church, they are full of SHIT, so sorry guys!",0
765,"i'm going there next Tuesday to speak to them, but they want me to start immediately so i dunno what to do about my job now",0
766,if my eyes could speak? They'd say everything that comes to my mind everytime I see someone... So better if they can't speakXD,0
767,100.4 reason why I love being sick,1
768,"I don't ask nothing, actions speak more than words. So I'm going to assume what I wanna.",0
769,When someone smiles and speaks to you smile and speak back!!! Stop walking around being so mean and rude!!!! ~Dilly,0
770,"Hahaha I hate everyone and today sucks. 😅 Everyone please, don't ask me what's wrong all at once. tweet",1
771,FSU is so weird. It seems like every person is hella busy this week yet tonight is the night that they allowed Bill Nye to speak. wtf man,0
772,I mean here is it the finale &amp; is wearing another bow tie. I mean at least dress up. 👔😂 #Masterchef #ChefRamsay,1
773,"I don't know where I am going to rest my head tonight, so I won't promise that I'll speak to you today",0
774,Another lovely day in the job site tweet,1
775,There's nothing worse than getting stuck in a busy Starbucks drive-through line behind a chain smoker!,1
776,"Everyone getting the same message idk why they so afraid to speak it, speak it my peeps cuz what you feel is real",0
777,Don't want to speak but have so much to say &lt;,0
778,"so annoying when someone you used to speak to always favourites, replies and retweets your best friend ✋✋✋",0
779,Funny no wise asses to tell me I'm paranoid tonight huh... Why is it so many of you only speak to me when its to...,0
780,If I had the chance to speak to 5sos I would be so so so so happy #Bumps5SOSFanCalls #Bumps5 #S #O #Fan #Calls,0
781,"Atta boy Hawks, making it onto ESPN for getting stuck, representing us well!! #Not #GetYourWeightUp",1
782,I literally hate almost everyone today.. #badday #nothappy #thissucks #ugh 😔,1
783,You do realize i get all the screenshots of your arguements with my bestfriend so change the way you speak to her,0
784,Absolutely loved how that phone screen stayed on after falling to the ground &amp; coming apart. I need that! #RAWlafayette,1
785,You want to speak so bad. I can tell sweetie ! Just speak,0
786,Actions speak louder than words. But every girl loves to be sweet talked. So makes that a mixed msg! Haha,0
787,hi im malaysian and i speak both english and malay so tweet me when you want to learn how to speak in malay,0
788,Don't you just love only being able to eat soup? It's delicious.👌 #Not #StrepLife #JustGoAway,1
789,"Yes, it was great meeting you too. We don't often get the chance to speak with viewers face to face, so we really enjoyed!",0
790,Don't want to speak too soon but I actually really like A level so far,0
791,and I'm so good at going to bed early when I have to be up early #not,1
792,I Love You FinAcc and https://t.co/bhnm9urd2V made my weekend really meaningful and unforgettable. &lt;3.&lt;3,1
793,"i get annoyed and tell people to not speak to me, so they don't, and 9/10 times i don't even mean it, but i'm to stubborn to say anything",0
794,"I love when people say: ""I don't complain, but...."" yes..Please tell me how you don't but will complain in the same sentence. #yeahright",1
795,sometimes i speak in third person cause i don't have friends so i have to talk to myself ha ha ha😅😅,1
796,At least we have Matt Cassel tweet,1
797,"Atletico Madrid B vs Indonesia U19 2-1 #not bad for Indonesia,,go go!",1
798,Idk wat breed i. Chasing before i speak to em. So how ima know which breed ?,0
799,"Thank you! I didn't want to speak out, but when I see the disbelief of so many, I feel I have to.",0
800,Having class from 2:30-7..... Such a good time!!!!!!! 😄 #NOT #ih8tuesdays,1
801,"yes,his friend shouted at him and was like don't speak to strangers and he was like i know her, so i showed a pic of us",0
802,I can speak to someone in Spanish. But it is so much easier if they speak English too😳,0
803,Good idea to give up all your friends for someone who breaks up with you every couple weeks 👌😂,1
804,i'm so glad i make sense at night when i'm half asleep and complaining. #yaboy,1
805,Another student in this discussion class is literally arguing semantics about the views of Nazis and the Aryan race. #notsubhuman #justworse,1
806,Anyone in Chem that has to do OWLs knows my pain right now... #crazycollgelife #not #studying24hrsaday 😩,1
807,"So dad, if you haven't noticed; I can barely speak. So what makes you think I want to tell you about my weekend and day today?",0
808,Follow Snd to 40404 . Nd get 100% speak english In only 15 days. So just type. Zabardas moqa he. Plz try Maza na aye to stop karo.,0
809,"everyone is so chipper in the morning. 👉💺 I'm happy to be alive, yes, but I still need my coffee before we can speak.",0
810,I always talked to him as an adult that's why he speak so well he's been talking like that since 1 I don't play no games education is a must,1
811,I'm just a yearnin' for some learnin' #Not,1
812,Hooray for being late to class and stuck in traffic! #not #grr 😡,1
813,He really pissed me off last night so im not speaking to him until he speak to me 😒,0
814,"bitches be so quick to speak on what they "" HEARD "" 😒😑",0
815,Another day with my coworker in a pissy mood. I need to rub off a little bit more so she can speak up when she's being fucked over!,1
816,People arguing politics on Facebook is the best 😒,1
817,‘There see that wasn’t so hard-The votes are in you’ll live to speak another day but don’t push it’-’Oh you haven’t Cont,0
818,Black guy in my class is so weird with me. If you want to speak then speak stop being weird,0
819,"Oh me? I'm fine. Yeah, thanks for #not asking.",1
820,actions speak louder than words so always listen to what people are telling you with your eyes rather than your ears.,0
821,"I love napping through the night, not an actual sleep just several naps.",1
822,"ah Doug, you leave the door open to so many jokes but my Canadian politeness won't allow me to speak",0
823,“My dongsaengs always speak well so they took my task and I will have to organize and add up well.” -Suho,0
824,So Danny's whole platoon got in trouble and they're forbidden to speak all day unless they are addressed by a Sargent ..,0
825,"if I had been an advisor, I would not be able to give advise because of laughing so much at our Pres, that unable to speak.",0
826,I hear you on that. Don't want you to get any hate tweets about domestic violence. I'm not �ber sensitive so speak freaky w me,0
827,"I knew that much, but i mean, ugh, this would be so much easier if Maxima and Minima were here to help me speak...",0
828,"I hate to do it, but sometimes I have to speak aggressively to my mom so that she can listen &amp; understand or else it'll go right past her.",0
829,I love having such a reliable vehicle. It's so amazing to never have to stress about my car. Really makes life easy. #EffMyCar,1
830,I have my eyes on someone but I'm too shy to speak so it will never work out,0
831,"-a city center to pick up supplies. {I play joust with Rhys as I speak} So, here I am, lumbering through-",0
832,"You use things and then you just leave it there for someone else to clean it up for you, so don't tell me to ""speak for myself"" when mom and",0
833,Society is so far gone. It's useless to even try to even speak up because people are so set in their ways they mock you if you are different,0
834,How are dog walkers so cheerful before 7am?? Personally I'd rather not speak to anyone before 8.30 #tooearly #needcoffee,0
835,imean apparently u saw me too &amp; failed to speak so y would i 😳,0
836,So the policemen came down to school to talk to the children about safety &amp; it was rlly embarrassing to hear him speak coz contd-,0
837,You want me to speak to the feeling she had when I touched her leg? She slapped me...so whats that say? really?,0
838,My family gets so mind blown when I speak french to people,0
839,I cannot speak to people that are so self indulged😴 shutupp,0
840,"I am so fucked off, I don't understand why you all continuously speak about something that's nothing to do with you😡",1
841,I realized I don't care for a lot of people... So if I don't speak to you I prolly don't like you tbh,0
842,Stepped in dog poo today. It was amazing.,1
843,"Everyone can speak their own opinion. So don't get mad if I like to speak mine especially if I let you speak yours, you stupid cunt!",0
844,I love when people come and pay in all coins. #Not #YouDontNeedASmoothieThatBad #GoHome,1
